bidder_id,company_type,udyam_valid,udyam_expired,gst_registered,gst_status_active,gst_returns_filed_pct,pan_valid,itr_filed_last_year,income_tax_defaulter,epfo_applicable,epfo_compliant,esic_applicable,esic_compliant,make_in_india_local_content_pct,make_in_india_required_threshold,startup_india_claimed,startup_india_verified,nsic_claimed,nsic_verified,oem_authorization_required,oem_authorization_provided,blacklisted_flag,debarment_active,documents_missing_count,name_mismatch_across_docs,document_authenticity_score,turnover_consistency_ratio,years_since_registration,past_disputes_count,compliance_score,risk_level
BID00166,NSIC Registered,1,0,1,1,93.6,1,1,0,1,1,1,0,31.5,30,0,0,1,1,0,1,0,0,0,1,94.9,1.02,15,0,88.7,Low
BID00167,MSME,1,0,1,0,76.3,1,1,0,0,1,0,1,21.0,50,0,0,0,0,0,1,0,0,2,0,89.4,0.88,0,2,69.8,High
BID00168,MSME,0,1,1,1,75.8,1,1,0,1,1,0,1,49.7,30,0,0,0,0,1,1,0,0,1,0,86.5,0.74,9,0,81.8,Medium
BID00169,MSME,1,0,1,1,83.6,1,1,0,1,1,1,0,31.0,30,0,0,0,0,1,1,0,0,2,1,83.7,1.32,14,0,72.9,Medium
BID00170,Large Enterprise,1,1,1,1,81.4,1,1,0,0,1,0,1,53.7,50,0,0,0,0,0,1,0,0,2,0,78.9,0.84,23,0,84.3,Medium
BID00171,Large Enterprise,0,1,1,1,100.0,1,1,0,1,1,1,1,72.2,20,0,0,0,0,1,1,0,0,3,0,83.0,0.79,12,0,84.8,Medium
BID00172,MSME,1,1,1,1,87.8,1,1,0,1,1,1,1,79.9,30,0,0,0,0,0,1,0,0,1,0,80.4,0.53,18,0,83.6,Medium
BID00173,Startup,0,1,1,1,74.0,1,0,0,1,1,0,1,75.4,20,1,0,0,0,0,1,0,0,1,0,90.0,0.44,12,1,64.1,High
BID00174,MSME,1,0,1,1,100.0,1,1,0,0,1,1,1,47.4,50,0,0,0,0,0,1,0,0,1,0,71.4,1.12,8,0,92.2,Low
BID00175,Large Enterprise,1,0,1,0,85.7,1,1,0,1,1,0,1,56.2,30,0,0,0,0,1,1,0,0,3,0,85.9,1.42,20,0,78.0,Medium
BID00176,MSME,0,1,1,1,96.5,1,1,0,1,0,1,1,65.2,20,0,0,1,1,0,1,0,0,1,0,100.0,1.07,15,0,83.0,Medium
BID00177,Large Enterprise,1,1,1,1,75.9,1,1,0,1,1,0,1,11.1,30,0,0,0,0,0,1,0,0,3,1,79.7,1.07,22,0,73.3,Medium
BID00178,MSME,1,0,1,1,90.4,1,1,0,1,1,1,1,69.3,30,0,0,0,0,0,1,0,0,1,1,90.3,1.45,13,0,76.6,Medium
BID00179,OEM,1,0,1,1,89.7,1,1,0,0,1,1,1,18.6,50,0,0,0,0,1,0,0,0,1,0,57.1,1.13,22,0,79.0,Medium
BID00180,MSME,1,0,1,1,56.7,1,0,0,1,1,1,1,100.0,20,1,1,0,0,0,1,0,1,1,0,66.0,1.0,8,0,56.4,High
BID00181,MSME,1,0,1,1,100.0,0,1,1,1,1,0,1,44.9,20,0,0,0,0,0,1,0,0,0,0,83.4,1.14,17,1,74.6,Medium
BID00182,MSME,1,0,1,1,100.0,1,0,0,1,1,0,1,50.4,30,1,1,0,0,0,1,0,0,0,0,84.1,1.23,3,1,89.7,Low
BID00183,OEM,0,1,1,1,79.0,1,1,1,1,1,0,1,35.8,20,0,0,0,0,0,1,0,0,2,0,85.5,1.13,11,1,70.6,High
BID00184,NSIC Registered,1,0,1,1,68.5,1,1,0,1,1,1,1,39.3,30,0,0,0,0,0,1,0,1,1,0,100.0,0.88,23,1,64.2,High
BID00185,MSME,1,0,1,1,90.2,1,1,0,1,1,1,1,100.0,50,0,0,0,0,1,1,0,0,1,0,78.0,1.1,4,0,90.8,Low
BID00186,Large Enterprise,1,0,1,1,86.3,1,1,0,1,0,1,1,78.5,50,0,0,0,0,0,1,0,0,4,0,86.0,0.83,10,0,79.4,Medium
BID00187,NSIC Registered,1,0,1,1,90.3,1,1,0,0,1,0,1,16.3,20,0,0,0,0,0,1,0,0,3,0,76.4,0.99,4,0,82.6,Medium
BID00188,Large Enterprise,1,0,1,1,87.9,1,1,0,1,0,1,1,92.6,50,0,0,0,0,1,0,0,0,3,0,93.8,1.1,18,0,79.7,Medium
BID00189,Startup,0,1,1,1,92.6,1,1,0,0,1,0,1,84.8,50,0,0,0,0,0,1,0,0,2,0,71.2,1.46,20,1,75.6,Medium
BID00190,MSME,1,0,0,0,100.0,1,0,0,1,0,0,1,48.0,20,0,0,0,0,0,1,0,0,0,1,76.6,1.11,6,0,70.8,Medium
BID00191,MSME,1,0,1,1,93.5,1,1,0,1,1,1,1,62.7,30,0,0,0,0,1,1,0,0,1,0,74.2,1.0,3,0,97.7,Low
BID00192,NSIC Registered,1,0,1,1,69.3,1,1,0,1,0,1,1,54.6,50,0,0,0,0,1,1,0,0,2,0,94.9,0.9,7,0,87.1,Low
BID00193,OEM,1,0,1,1,100.0,1,1,0,1,1,0,1,100.0,20,0,0,0,0,0,1,0,0,1,0,86.5,0.85,5,0,94.5,Low
BID00194,Large Enterprise,1,0,1,1,100.0,1,1,0,0,1,1,1,35.1,20,0,0,0,0,0,1,0,0,1,0,88.4,0.9,5,0,95.0,Low
BID00195,MSME,1,0,1,1,100.0,1,1,0,0,1,1,1,58.7,20,1,1,0,0,0,1,0,0,0,0,82.7,1.01,21,1,95.7,Low
BID00196,MSME,1,0,1,1,68.1,1,1,0,0,1,1,1,44.3,50,1,1,0,0,1,0,0,0,3,0,99.5,1.23,3,1,80.7,Medium
BID00197,Large Enterprise,1,0,1,1,88.6,1,1,0,0,1,0,1,19.2,50,0,0,0,0,1,1,1,0,3,0,83.1,0.68,13,1,46.8,High
BID00198,NSIC Registered,1,0,1,1,53.8,1,1,0,1,0,0,1,100.0,30,0,0,0,0,0,1,0,0,1,0,100.0,1.19,2,1,79.7,Medium
BID00199,NSIC Registered,1,0,1,0,93.3,1,1,0,1,1,1,1,25.5,30,0,0,0,0,0,1,0,0,1,0,100.0,0.86,9,0,92.3,Low
BID00200,Large Enterprise,1,0,1,1,76.8,0,1,0,0,1,1,1,60.5,30,1,1,0,0,1,1,0,0,2,0,67.3,0.82,21,0,78.3,Medium
BID00201,Large Enterprise,1,0,1,1,100.0,1,1,0,0,1,1,1,11.5,30,0,0,0,0,0,1,0,0,2,0,92.7,1.13,5,0,89.3,Low
BID00202,MSME,1,0,1,1,73.4,1,1,0,1,1,0,1,45.0,30,0,0,0,0,0,1,0,0,1,0,100.0,0.91,17,0,92.5,Low
BID00203,MSME,1,0,1,1,59.7,1,1,0,1,1,1,0,65.5,30,0,0,0,0,1,1,0,0,3,0,80.1,1.12,9,0,79.9,Medium
BID00204,NSIC Registered,1,0,0,0,77.9,1,1,0,1,1,1,1,34.4,20,0,0,0,0,1,0,0,0,0,0,89.9,1.1,8,0,86.3,Medium
BID00205,Large Enterprise,1,0,1,1,55.4,1,1,0,0,1,0,1,69.7,30,0,0,0,0,1,1,0,0,1,0,67.3,1.2,15,0,84.8,Medium
BID00206,MSME,1,0,0,0,96.3,1,1,0,1,1,0,1,48.3,50,0,0,0,0,0,1,0,0,0,1,73.0,1.33,19,1,76.5,Medium
BID00207,MSME,1,0,1,1,54.0,1,1,0,1,1,0,1,84.0,30,0,0,0,0,1,1,0,0,2,0,82.0,0.57,3,0,90.5,Low
BID00208,Large Enterprise,1,0,1,1,85.4,1,1,0,1,1,0,1,89.0,50,0,0,0,0,0,1,0,0,1,0,68.7,1.05,10,0,90.9,Low
BID00209,MSME,1,0,1,1,53.8,1,1,0,0,1,1,1,40.3,30,0,0,0,0,0,1,0,0,0,0,85.7,0.82,11,0,95.9,Low
BID00210,MSME,0,1,1,1,80.2,1,0,0,1,1,1,1,56.9,20,0,0,0,0,0,1,0,0,2,1,92.8,1.1,23,5,51.6,High
BID00211,Startup,1,0,1,1,100.0,1,1,1,0,1,1,1,59.6,20,0,0,0,0,1,0,0,0,1,1,74.0,0.65,18,1,64.1,High
BID00212,Large Enterprise,1,0,1,1,90.4,1,1,0,1,1,1,1,70.5,50,0,0,0,0,0,1,0,0,1,0,68.9,1.01,9,0,92.1,Low
BID00213,Large Enterprise,1,0,1,0,72.0,1,1,0,0,1,0,1,55.4,30,0,0,0,0,0,1,0,0,2,0,66.1,0.53,6,0,75.2,Medium
BID00214,MSME,1,0,1,1,84.5,1,1,0,0,1,0,1,59.8,20,1,1,0,0,0,1,0,0,0,0,99.5,1.01,6,0,98.1,Low
BID00215,Large Enterprise,1,0,1,1,85.3,1,1,0,1,1,0,1,48.9,20,0,0,0,0,0,1,0,0,0,0,64.1,1.0,17,1,92.2,Low
BID00216,MSME,0,1,1,1,92.1,1,1,0,1,1,1,0,57.9,30,0,0,0,0,0,1,0,0,2,0,88.5,0.83,2,0,75.6,Medium
BID00217,MSME,1,0,1,1,64.5,1,1,0,1,1,0,1,87.4,50,0,0,0,0,0,1,0,0,2,1,100.0,0.9,11,1,79.6,Medium
BID00218,Large Enterprise,1,0,1,1,93.9,1,0,0,1,1,0,1,71.2,50,0,0,0,0,1,1,0,0,1,0,73.3,0.91,13,1,88.2,Low
BID00219,Large Enterprise,1,0,1,1,44.4,1,1,0,0,1,1,1,72.5,50,0,0,0,0,0,1,0,0,1,0,74.9,0.61,19,1,80.7,Medium
BID00220,NSIC Registered,0,1,1,1,75.6,1,1,0,1,1,0,1,73.1,20,0,0,0,0,0,1,0,0,0,0,87.1,0.68,1,1,81.3,Medium
BID00221,Large Enterprise,1,0,1,1,77.7,1,1,0,1,1,1,1,51.2,30,0,0,0,0,0,1,0,0,2,0,87.9,1.05,8,0,90.6,Low
BID00222,Large Enterprise,1,0,1,1,94.5,1,1,0,1,1,1,1,63.0,20,0,0,0,0,1,1,0,0,0,0,79.0,1.27,9,0,93.8,Low
BID00223,MSME,1,0,1,0,85.3,1,1,0,1,0,0,1,27.9,20,0,0,0,0,1,1,0,0,1,0,81.4,1.2,5,0,80.4,Medium
BID00224,MSME,1,1,1,1,63.9,1,0,0,0,1,0,1,86.7,20,0,0,0,0,0,1,0,0,0,0,86.1,0.49,16,1,75.5,Medium
BID00225,MSME,0,1,1,1,70.2,1,1,0,1,1,1,1,0.0,20,0,0,0,0,1,1,1,0,2,0,80.2,1.31,14,1,46.8,High
BID00226,MSME,0,1,1,1,88.0,1,1,0,0,1,1,0,52.8,30,0,0,0,0,0,1,0,0,4,0,80.6,1.33,0,0,75.8,Medium
BID00227,OEM,1,0,1,1,83.8,1,1,0,0,1,0,1,83.5,20,0,0,0,0,0,1,0,0,0,0,100.0,0.81,23,0,96.6,Low
BID00228,MSME,0,1,1,1,76.3,1,0,0,1,1,0,1,20.9,20,0,0,0,0,0,1,0,0,1,0,97.2,0.82,21,0,78.5,Medium
BID00229,NSIC Registered,1,0,1,1,77.8,1,1,0,1,1,0,1,65.0,50,0,0,1,1,1,0,0,0,2,0,98.1,0.87,12,1,85.4,Medium
BID00230,Large Enterprise,0,1,1,1,95.4,1,1,0,0,1,1,1,38.0,20,1,0,0,0,1,1,0,0,4,0,80.9,1.08,9,0,71.3,Medium
BID00231,Large Enterprise,1,0,1,1,77.2,1,1,0,1,1,1,1,45.8,30,0,0,0,0,0,1,0,0,0,0,64.4,0.92,11,1,92.8,Low
BID00232,Startup,1,0,1,1,83.7,1,1,0,1,1,1,1,78.6,20,0,0,1,1,0,1,1,0,0,0,100.0,1.1,22,0,69.2,High
BID00233,Large Enterprise,1,0,1,1,100.0,1,1,0,1,1,1,1,60.0,30,1,0,0,0,0,1,0,0,0,0,77.6,0.67,21,0,88.6,Low
BID00234,Startup,1,0,1,1,63.6,1,1,0,1,1,1,1,4.1,30,1,1,0,0,0,1,0,0,0,1,88.7,0.73,15,0,81.8,Medium
BID00235,MSME,1,0,1,1,57.2,1,1,0,0,1,1,1,30.6,30,0,0,0,0,0,1,0,0,4,0,94.4,0.78,1,1,83.5,Medium
BID00236,Large Enterprise,1,0,1,1,96.8,1,1,0,1,1,0,1,79.4,50,0,0,1,0,1,0,0,1,0,0,78.0,0.8,2,0,51.5,High
BID00237,MSME,1,1,1,1,74.8,1,1,0,1,1,1,0,66.2,50,0,0,1,1,0,1,0,0,1,0,95.8,1.11,7,0,80.2,Medium
BID00238,MSME,1,0,1,1,80.2,1,1,0,0,1,0,1,98.7,20,0,0,0,0,1,1,1,0,1,0,85.1,1.06,19,0,69.8,High
BID00239,Large Enterprise,1,1,1,1,73.3,1,1,0,0,1,1,1,97.1,20,0,0,1,1,1,1,0,0,3,0,81.8,1.16,14,0,85.3,Medium
BID00240,MSME,1,0,1,0,81.1,1,1,0,1,1,1,1,46.4,20,0,0,0,0,0,1,0,0,1,0,78.0,1.27,23,0,83.4,Medium
BID00241,OEM,0,1,1,1,100.0,1,1,0,0,1,1,1,100.0,30,1,0,1,0,0,1,0,0,0,0,73.0,1.1,18,1,74.4,Medium
BID00242,OEM,1,0,1,1,97.0,1,1,0,1,1,1,1,55.6,30,0,0,0,0,0,1,1,0,3,0,62.6,0.55,17,0,57.5,High
BID00243,OEM,1,0,1,1,97.9,1,1,0,0,1,1,0,30.9,30,0,0,0,0,0,1,0,0,1,0,100.0,0.9,22,0,91.6,Low
BID00244,MSME,1,0,1,1,63.8,1,1,0,1,0,0,1,39.2,20,0,0,0,0,1,1,1,0,0,0,100.0,0.93,0,0,60.3,High
BID00245,MSME,0,1,1,1,67.7,1,1,0,1,1,0,1,0.0,20,0,0,0,0,0,1,0,0,0,0,86.2,1.06,18,1,75.3,Medium
BID00246,OEM,1,0,1,1,42.4,1,1,0,0,1,1,1,95.2,20,0,0,0,0,0,1,0,0,0,0,100.0,0.76,1,0,92.9,Low
BID00247,Startup,1,1,0,0,72.9,1,1,0,1,1,1,1,94.9,20,0,0,1,1,1,1,0,0,1,1,100.0,1.37,4,0,71.7,Medium
BID00248,OEM,1,0,1,1,99.4,1,1,0,0,1,0,1,29.6,50,0,0,0,0,0,1,0,0,2,0,92.2,0.9,17,2,87.1,Low
BID00249,OEM,0,1,1,1,92.8,1,1,0,1,1,0,1,49.3,50,0,0,0,0,0,1,0,0,1,0,80.9,0.92,15,0,84.5,Medium
BID00250,NSIC Registered,1,0,1,1,81.7,1,1,0,0,1,1,1,57.4,50,0,0,0,0,0,1,0,0,1,0,97.9,0.95,9,0,95.5,Low
BID00251,MSME,1,0,1,1,84.7,1,1,0,0,1,0,1,31.0,20,0,0,0,0,0,1,0,0,1,0,95.9,0.87,20,1,88.4,Low
BID00252,MSME,1,0,1,1,74.7,1,1,0,1,1,0,1,11.1,50,0,0,0,0,0,1,0,0,2,0,94.5,0.57,2,0,78.2,Medium
BID00253,NSIC Registered,0,1,1,1,88.1,1,1,0,0,1,0,1,49.7,50,0,0,0,0,0,1,0,0,1,0,81.0,1.31,24,0,81.4,Medium
BID00254,MSME,1,0,1,1,96.5,1,1,0,1,1,0,1,47.0,20,0,0,0,0,0,1,1,0,1,1,89.5,0.84,9,0,59.1,High
BID00255,MSME,1,0,1,1,60.8,1,1,0,0,1,0,1,45.3,50,0,0,0,0,0,1,0,0,1,0,88.3,1.16,24,0,90.7,Low
BID00256,Large Enterprise,0,1,1,1,89.5,1,1,0,1,1,0,1,60.6,20,0,0,0,0,0,1,0,0,2,0,80.4,0.89,23,0,79.2,Medium
BID00257,OEM,1,0,1,0,99.0,1,1,0,0,1,1,1,90.7,20,0,0,0,0,0,1,0,0,1,1,89.4,0.84,12,0,78.9,Medium
BID00258,Large Enterprise,1,0,1,1,78.8,1,1,0,1,1,0,1,47.4,20,0,0,0,0,1,1,0,0,2,0,100.0,0.69,20,0,90.1,Low
BID00259,Large Enterprise,1,0,1,1,95.5,1,1,0,1,1,0,1,59.3,30,0,0,1,1,0,1,0,0,3,0,100.0,0.55,9,0,87.1,Low
BID00260,MSME,1,0,1,1,100.0,1,1,0,1,1,0,1,73.2,20,0,0,0,0,0,1,0,0,1,0,91.0,0.89,10,0,93.0,Low
BID00261,Large Enterprise,1,0,1,1,83.4,1,1,0,1,1,0,1,68.9,50,0,0,0,0,1,1,0,0,1,0,83.0,0.88,6,0,90.0,Low
BID00262,OEM,1,0,1,0,90.9,1,1,0,0,1,1,1,39.6,50,0,0,0,0,0,1,0,0,1,1,95.3,1.36,1,1,73.7,Medium
BID00263,MSME,1,0,1,1,73.9,1,1,0,0,1,1,0,57.4,20,1,1,0,0,1,1,0,0,0,0,74.5,1.02,18,0,92.4,Low
BID00264,Startup,1,0,1,1,87.7,1,1,0,0,1,1,1,68.7,30,0,0,0,0,1,1,0,0,0,0,80.5,1.29,17,1,91.4,Low
BID00265,NSIC Registered,0,1,1,1,91.9,1,1,0,1,1,1,1,26.8,30,0,0,0,0,0,1,0,0,1,1,100.0,0.62,10,0,77.1,Medium
BID00266,Large Enterprise,1,0,1,1,87.9,1,1,0,1,1,1,1,86.6,30,0,0,0,0,0,1,0,0,0,0,100.0,1.01,16,0,98.4,Low
BID00267,Large Enterprise,0,1,1,1,69.7,1,1,0,1,1,0,1,90.8,50,0,0,0,0,0,1,0,0,0,0,98.7,1.14,2,0,83.9,Medium
BID00268,Large Enterprise,1,0,1,1,88.1,1,0,0,0,1,1,1,36.9,30,0,0,0,0,1,0,0,0,2,0,84.0,1.03,19,0,82.1,Medium
BID00269,MSME,0,1,1,1,100.0,1,1,0,0,1,0,1,59.8,30,0,0,1,1,0,1,0,0,1,0,58.7,1.04,11,0,82.2,Medium
BID00270,MSME,1,0,1,1,91.7,1,1,0,1,1,0,1,71.1,20,0,0,0,0,1,1,0,0,1,0,94.4,0.94,24,1,92.5,Low
BID00271,NSIC Registered,1,0,1,1,99.4,1,1,0,1,0,1,0,41.4,30,0,0,0,0,0,1,0,0,1,0,91.3,0.7,1,0,84.8,Medium
BID00272,NSIC Registered,1,0,1,1,81.4,1,1,0,1,1,1,1,67.0,30,0,0,0,0,0,1,0,0,0,1,91.6,0.66,24,1,81.9,Medium
BID00273,NSIC Registered,0,1,1,1,96.2,1,1,0,0,1,0,1,59.1,30,0,0,0,0,0,1,0,0,0,0,67.8,1.18,0,0,82.1,Medium
BID00274,OEM,1,0,1,1,89.2,1,1,0,0,1,0,1,18.3,20,1,1,0,0,1,1,0,0,1,0,81.0,0.83,8,0,91.2,Low
BID00275,Startup,1,0,1,1,70.7,1,1,0,0,1,0,1,66.5,20,1,1,0,0,0,1,0,0,1,0,100.0,0.89,21,0,100.0,Low
BID00276,Startup,1,0,1,1,89.8,1,1,0,1,1,0,1,27.5,30,0,0,0,0,0,1,0,0,2,0,72.7,0.83,23,0,88.6,Low
BID00277,Large Enterprise,1,0,1,1,70.1,1,1,0,0,1,0,1,78.5,50,1,1,0,0,1,1,0,0,1,0,91.9,0.78,18,0,87.2,Low
BID00278,Large Enterprise,1,0,1,1,75.5,1,0,0,0,1,0,1,38.2,50,0,0,0,0,1,1,0,0,0,0,77.1,0.63,7,0,81.9,Medium
BID00279,Large Enterprise,1,0,1,0,87.8,1,1,0,1,1,0,1,51.0,20,0,0,0,0,0,1,0,0,2,0,91.1,1.38,8,0,80.2,Medium
BID00280,Large Enterprise,1,0,1,1,89.5,1,0,0,1,1,0,1,89.3,30,0,0,0,0,0,1,0,1,3,0,82.6,0.49,6,0,51.0,High
BID00281,NSIC Registered,1,0,1,1,67.2,1,0,0,1,1,0,1,67.4,50,0,0,0,0,0,1,1,0,1,0,99.5,1.17,3,0,60.4,High
BID00282,MSME,1,0,1,1,100.0,1,1,0,1,1,1,1,28.0,30,0,0,0,0,1,1,0,0,0,0,85.5,1.27,21,0,92.1,Low
BID00283,MSME,1,0,0,0,93.6,0,1,0,0,1,0,1,29.6,20,0,0,1,1,0,1,0,0,1,0,96.9,1.04,15,0,85.9,Medium
BID00284,MSME,1,0,1,1,74.4,1,1,0,1,1,1,1,40.0,50,0,0,0,0,0,1,0,0,0,0,100.0,0.96,5,1,92.1,Low
BID00285,Large Enterprise,1,0,1,1,61.9,1,1,0,0,1,0,1,64.9,20,0,0,0,0,0,1,0,0,3,0,96.8,1.06,17,1,83.9,Medium
BID00286,MSME,1,0,1,1,82.8,1,1,0,1,1,1,1,64.0,30,0,0,0,0,0,1,0,0,0,1,91.9,0.9,1,0,88.4,Low
BID00287,Startup,1,0,1,1,78.3,1,1,0,1,1,1,1,33.9,20,0,0,0,0,0,1,0,0,2,0,98.9,1.25,10,0,91.6,Low
BID00288,Startup,1,0,1,1,86.7,1,1,0,1,0,1,1,25.8,20,0,0,0,0,0,1,0,0,2,1,91.8,1.28,4,0,77.0,Medium
BID00289,MSME,1,0,1,0,79.6,1,1,0,1,0,1,1,62.0,20,0,0,0,0,0,1,0,0,1,0,77.7,1.14,16,1,81.3,Medium
BID00290,Large Enterprise,1,0,1,1,54.9,1,1,0,1,0,1,1,50.5,20,0,0,0,0,0,1,0,0,0,0,74.8,0.59,4,0,82.6,Medium
BID00291,MSME,1,0,1,1,79.2,1,1,1,1,1,0,1,100.0,50,0,0,0,0,1,1,0,0,7,0,93.3,1.17,2,0,69.2,High
BID00292,MSME,1,0,1,1,80.4,1,1,0,1,1,1,1,55.9,30,0,0,0,0,0,1,0,0,0,0,77.5,1.32,18,0,97.7,Low
BID00293,NSIC Registered,1,0,1,1,94.5,1,1,0,1,1,1,0,100.0,50,1,0,0,0,1,0,0,0,0,0,76.3,1.15,7,0,79.3,Medium
BID00294,MSME,1,0,1,1,74.5,1,1,0,1,1,1,1,25.7,30,1,1,0,0,0,1,0,0,2,0,82.7,1.25,10,0,82.8,Medium
BID00295,MSME,1,1,1,1,100.0,1,1,0,1,0,0,1,15.7,30,0,0,0,0,0,1,0,0,1,0,64.3,0.82,2,0,85.4,Medium
BID00296,Startup,1,0,1,1,56.3,1,1,0,1,1,1,1,27.0,30,0,0,0,0,0,1,0,0,0,0,77.2,0.88,2,2,85.2,Medium
BID00297,Large Enterprise,1,0,1,1,100.0,1,1,0,0,1,1,1,84.7,30,0,0,1,0,1,1,0,0,1,0,76.2,1.33,0,1,86.9,Medium
BID00298,MSME,1,0,1,1,81.6,1,1,0,1,1,1,1,98.9,30,1,1,1,1,1,1,0,0,0,1,100.0,1.17,23,1,84.8,Medium
BID00299,Large Enterprise,1,0,1,1,97.9,1,1,0,0,1,0,1,35.4,50,0,0,0,0,1,1,0,0,1,0,94.0,0.94,12,1,87.5,Low
BID00300,MSME,0,1,1,1,86.2,1,1,0,1,1,1,1,43.5,30,0,0,0,0,1,1,0,0,0,0,79.9,0.93,9,0,89.0,Low
BID00301,MSME,1,0,1,1,100.0,1,1,0,0,1,1,1,25.8,20,0,0,0,0,0,1,0,0,1,0,75.8,1.0,5,0,95.4,Low
BID00302,Startup,1,1,1,1,79.2,1,1,0,1,0,1,1,9.7,50,0,0,0,0,0,1,0,0,0,0,55.7,0.93,10,0,76.3,Medium
BID00303,Startup,1,0,1,1,68.5,1,1,1,0,1,0,1,73.0,50,0,0,0,0,1,0,1,0,1,0,67.4,1.0,7,2,38.1,High
BID00304,Large Enterprise,1,0,1,1,100.0,1,1,0,1,1,1,1,60.6,30,0,0,0,0,1,1,0,0,0,1,65.1,1.79,18,0,83.6,Medium
BID00305,Large Enterprise,1,0,1,1,83.3,1,1,0,0,1,0,1,55.3,20,0,0,0,0,0,1,0,0,2,0,73.3,0.82,10,1,85.9,Medium
BID00306,OEM,1,0,1,1,88.3,1,1,0,1,1,1,0,20.0,20,0,0,1,1,0,1,0,0,2,0,84.9,0.55,5,1,76.1,Medium
BID00307,Startup,1,0,1,1,100.0,1,1,0,1,1,1,1,96.0,30,0,0,0,0,0,1,0,0,2,0,82.7,0.83,11,0,92.8,Low
BID00308,MSME,1,0,1,1,69.5,1,1,0,0,1,1,1,42.4,30,0,0,0,0,1,0,0,0,1,0,74.3,1.14,17,1,81.0,Medium
BID00309,Large Enterprise,1,0,1,1,93.9,1,0,0,1,1,1,1,68.3,20,0,0,0,0,0,1,0,0,2,0,84.4,1.15,2,0,86.3,Medium
BID00310,MSME,1,0,1,1,76.2,1,1,0,1,1,1,1,18.6,50,0,0,0,0,0,1,0,0,3,0,67.8,0.73,12,3,61.1,High
BID00311,Startup,1,0,1,1,83.0,1,1,0,1,1,1,1,50.2,50,0,0,0,0,1,1,0,0,0,0,90.3,0.91,3,0,99.1,Low
BID00312,MSME,1,0,1,1,86.1,1,1,0,0,1,1,0,62.3,30,0,0,0,0,1,1,0,0,1,0,94.2,1.22,8,0,87.3,Low
BID00313,MSME,0,1,1,1,62.5,1,1,0,0,1,0,1,63.2,50,0,0,0,0,0,1,0,0,2,0,90.9,0.97,15,0,84.3,Medium
BID00314,OEM,1,0,0,0,73.3,1,1,0,1,1,0,1,58.9,50,0,0,0,0,0,1,0,0,1,0,98.1,0.74,11,0,88.1,Low
BID00315,NSIC Registered,1,0,0,0,100.0,1,1,0,0,1,1,1,67.4,20,0,0,1,1,1,1,0,0,0,0,66.8,0.8,19,0,88.6,Low
BID00316,Large Enterprise,1,0,1,1,98.3,1,1,0,1,1,0,1,26.7,50,0,0,0,0,0,1,0,0,1,0,85.5,1.35,6,0,86.2,Medium
BID00317,Startup,1,0,1,1,84.1,1,1,0,1,1,0,1,59.9,20,0,0,1,1,1,1,0,0,0,0,73.6,0.89,11,2,88.9,Low
BID00318,MSME,0,1,1,1,88.6,1,1,0,0,1,0,1,57.8,30,0,0,0,0,0,1,0,0,2,0,71.2,1.01,7,0,81.1,Medium
BID00319,MSME,1,0,1,1,80.6,1,1,0,0,1,1,0,60.8,30,1,1,0,0,0,1,0,1,0,0,68.0,0.6,20,1,58.8,High
BID00320,MSME,0,1,1,1,100.0,1,1,0,0,1,0,1,56.8,20,0,0,0,0,0,1,0,0,3,0,100.0,0.94,14,1,79.7,Medium
BID00321,Startup,1,0,1,1,82.0,1,1,0,1,1,1,1,23.2,20,0,0,0,0,0,1,0,0,0,0,95.9,1.71,1,0,94.2,Low
BID00322,Large Enterprise,0,1,1,1,88.5,1,1,0,1,1,0,1,22.1,30,0,0,0,0,0,1,0,0,2,1,100.0,1.45,10,0,74.8,Medium
BID00323,Large Enterprise,1,0,1,1,100.0,1,0,0,1,1,1,1,0.0,20,0,0,0,0,1,1,0,0,2,0,89.2,1.06,23,0,86.3,Medium
BID00324,MSME,1,0,1,1,73.3,1,1,0,1,0,1,1,75.4,30,0,0,0,0,0,1,0,0,1,0,75.1,1.4,20,0,81.5,Medium
BID00325,OEM,1,0,0,0,100.0,1,1,0,1,1,1,1,75.7,30,0,0,0,0,0,1,0,0,1,0,93.1,1.15,4,0,88.0,Low
BID00326,Large Enterprise,1,0,1,1,62.0,1,1,1,0,1,1,1,76.1,30,0,0,1,0,0,1,0,0,2,0,100.0,1.58,22,1,69.3,High
BID00327,Large Enterprise,1,0,1,1,100.0,1,1,0,0,1,0,1,62.7,30,0,0,0,0,0,1,0,0,2,0,91.3,1.17,5,0,95.0,Low
BID00328,Large Enterprise,1,0,1,1,79.4,1,1,0,1,1,1,1,1.7,30,0,0,0,0,0,1,0,0,0,0,83.6,1.33,18,1,81.2,Medium
BID00329,Startup,1,0,1,1,81.4,1,0,1,1,1,0,1,29.3,30,1,1,1,1,0,1,0,0,1,0,88.3,0.47,13,1,68.3,High
BID00330,MSME,1,0,1,1,56.6,1,1,0,0,1,1,1,59.3,50,0,0,1,0,1,1,0,0,1,0,98.4,1.1,6,0,85.5,Medium
BID00331,MSME,1,0,1,1,78.2,1,1,0,1,1,1,0,58.4,50,0,0,0,0,0,1,0,0,1,0,84.8,0.85,11,0,87.0,Low
BID00332,Large Enterprise,1,0,1,1,69.4,1,1,0,0,1,0,1,49.4,30,0,0,0,0,0,1,0,0,3,0,83.6,1.14,16,0,91.3,Low
